75.559150751	1607.43469057	0.0
75.5586319513	1606.90551576	0.0
75.7723541814	1606.40258607	0.0
75.9313889108	1605.87463197	0.0
76.0375137887	1605.27221498	0.0
76.0724411564	1604.69897279	0.0
76.0154343198	1604.08178529	0.0
75.8621292663	1603.55908021	0.0
76.3657608581	1603.73315248	0.0
76.8718185967	1604.03576479	0.0
77.3918457585	1604.36974916	0.0
77.9117050709	1604.80285463	0.0
78.4694138126	1605.14867982	0.0
78.9638672415	1605.33971986	0.0
79.5066071114	1605.47302064	0.0
80.0849304741	1605.57775697	0.0
80.5943451484	1605.7260724	0.0
81.220459039	1605.93432435	0.0
81.7804794857	1606.13049135	0.0
82.4198227474	1606.41137514	0.0
82.9045334417	1606.60082826	0.0
83.4084473213	1606.77697572	0.0
83.9335938055	1606.97265443	0.0
84.4820786084	1607.16222963	0.0
85.2789307187	1607.35937318	0.0
85.9977875312	1607.45519838	0.0
86.620513971	1607.49719057	0.0
87.1343155463	1607.55053529	0.0
87.9375458309	1607.64428529	0.0
88.6457291189	1607.72253236	0.0
89.2392731263	1607.78613099	0.0
90.005104119	1607.86755189	0.0
90.948661858	1607.93737611	0.0
91.7627411449	1607.96203432	0.0
92.4346848076	1607.99108705	0.0
92.9483566843	1608.0139142	0.0
93.6390152528	1608.04199037	0.0
94.3295288633	1608.06908998	0.0
95.0120697559	1608.08727846	0.0
95.6761551448	1608.08068666	0.0
96.6431351248	1608.04565248	0.0
97.280891473	1608.03198061	0.0
97.9132462108	1608.01855287	0.0
98.5389862607	1608.00536928	0.0
99.6146927421	1607.98449525	0.0
100.207763727	1607.9937726	0.0
100.787254387	1608.00256166	0.0
101.360618647	1608.00597963	0.0
101.928184565	1608.00903139	0.0
102.489181574	1608.01257143	0.0
103.042999322	1608.01586733	0.0
103.72460943	1608.02001772	0.0
104.261291559	1608.02331361	0.0
104.921859797	1608.02721986	0.0
105.442276057	1608.03014955	0.0
106.082756097	1608.03381166	0.0
106.587158258	1608.03686342	0.0
107.452590998	1608.04235658	0.0
108.177444514	1608.04687318	0.0
108.770523126	1608.05053529	0.0
109.354538019	1608.05431947	0.0
110.044242913	1608.05920229	0.0
110.992416437	1608.06640443	0.0
111.605606133	1608.07177553	0.0
112.110611018	1608.07678041	0.0
112.617858941	1608.0821515	0.0
113.120880182	1608.08581361	0.0
113.807189996	1607.99389467	0.0
114.366165216	1607.88049135	0.0
114.928604181	1607.8198224	0.0
115.550666863	1607.76745424	0.0
116.11347204	1607.7873517	0.0
116.782051141	1607.75634584	0.0
117.444885309	1607.72167787	0.0
118.107101496	1607.68713198	0.0
118.60717779	1607.66100893	0.0
119.179878289	1607.63085756	0.0
119.753250178	1607.60009584	0.0
120.325683649	1607.56921205	0.0
120.831550653	1607.54150209	0.0
121.334877069	1607.51415834	0.0
121.836166438	1607.48608217	0.0
122.397346552	1607.45580873	0.0
123.017883356	1607.42199525	0.0
123.574592644	1607.39098939	0.0
124.190750178	1607.35668764	0.0
124.80461126	1607.32092103	0.0
125.356025751	1607.28893861	0.0
126.028083857	1607.24914369	0.0
126.759658868	1607.20654115	0.0
127.307052668	1607.17394838	0.0
127.914344842	1607.13867006	0.0
128.580902155	1607.09972963	0.0
129.245697076	1607.06127748	0.0
129.788055474	1607.02966127	0.0
130.449081476	1606.99157533	0.0
131.107772882	1606.95348939	0.0
131.70445257	1606.91894349	0.0
132.298919733	1606.88525209	0.0
132.891159113	1606.8519269	0.0
133.422378594	1606.82214174	0.0
134.010543878	1606.78893861	0.0
134.596618708	1606.75573548	0.0
135.180664118	1606.72265443	0.0
135.762664849	1606.68957338	0.0
136.284851129	1606.65978822	0.0
136.92105108	1606.62341127	0.0
137.497650202	1606.59033022	0.0
138.072692927	1606.55737123	0.0
138.588958794	1606.52783021	0.0
139.161285456	1606.49596986	0.0
139.732376153	1606.46447572	0.0
140.245193536	1606.43615541	0.0
140.870864923	1606.40148744	0.0
141.438797052	1606.37011537	0.0
141.949295098	1606.34155092	0.0
142.516113337	1606.30944643	0.0
143.145706232	1606.26098451	0.0
143.784561211	1606.19213686	0.0
144.402053887	1606.15942201	0.0
144.966018733	1606.12402162	0.0
145.526962336	1606.08910951	0.0
146.172393853	1606.00427064	0.0
